SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDFMPIR
100310,2,9,4,12165.51228,12502.41376,1,138,0.35
100311,1,55,1,23200.736,23152.82634,2,144,NA
100312,2,9,7,10742.96072,11070.17569,1,134,1.57
100313,2,35,3,38667.99186,37551.43894,1,142,1.21
100314,1,9,2,30288.99686,31435.1465,2,136,4.43
100315,1,62,2,11799.42706,11950.08527,2,138,2.39
100316,1,13,2,22941.67915,23965.62981,2,146,NA
100317,2,3,1,16983.00103,21796.41429,1,135,2.23
100318,1,41,1,48586.44535,47700.08733,2,140,NA
100319,2,47,3,52401.83903,53476.25192,1,135,1.66
100320,1,3,7,36883.92036,38505.65253,1,135,0.87
100321,1,62,1,9079.464217,9980.141988,2,141,NA
100322,1,3,7,7949.192914,7992.229451,1,140,1.83
100323,2,8,4,16991.49655,20516.92289,2,147,4.74
100324,2,46,2,41792.11349,51720.74686,1,134,1.82
100325,2,35,6,24238.13442,23576.80142,2,134,4.08
100326,2,21,4,39458.80708,42842.24792,1,147,0.59
100327,1,16,4,12905.88798,13481.21247,2,134,5
100328,1,0,7,5042.257125,5589.152538,1,136,3.05
100329,2,27,2,30479.7904,31314.99618,1,134,0.85
100330,1,3,4,11771.17043,13068.34571,1,147,2.03
100331,1,3,3,23784.55848,26465.58964,2,147,1.55
100332,1,43,3,137843.9998,138987.4809,2,142,2.01
100333,1,29,6,15104.70666,15955.88716,1,139,5
100334,1,25,1,17747.44165,18648.32877,2,135,NA
100335,1,1,4,6685.206161,7433.182306,1,136,0.69
100336,1,18,4,15792.55179,16653.6111,1,146,0.33
100337,1,0,7,5792.888459,6102.2689,1,140,1.74
100338,1,45,3,29981.37533,31420.39557,1,143,0.35
100339,1,9,3,42645.41735,46412.18828,2,141,4.3
100340,2,5,2,18440.76545,19746.80933,2,140,0.25
100341,1,11,1,31524.34595,32629.44027,2,140,NA
100342,1,17,4,14579.71442,15501.72908,1,145,0.1
100343,1,7,3,21360.71083,22399.32505,2,141,1.2
100344,2,8,3,13237.61099,13707.35213,2,139,1.56
100345,2,8,7,18495.26436,19383.17245,2,134,1.73
100346,2,79,7,18084.03945,18940.50725,1,136,0.62
100347,1,57,1,78805.63661,79621.80823,2,140,5
100348,2,49,4,21311.38204,24283.74476,1,144,5
100349,1,5,7,11528.18572,11647.7301,2,140,3.21
100350,1,12,1,32017.28819,0,2,142,1.89
100351,1,11,3,26363.36084,27645.21712,1,134,3.59
100352,1,0,1,10870.25055,12170.58798,2,136,3.98
100353,1,59,6,11006.35153,12017.05186,2,148,0.96
100354,2,80,6,20632.25017,20944.74133,2,140,5
100355,1,12,3,125124.1783,129801.6116,1,139,4.07
100356,2,39,4,23349.98651,24874.32027,1,145,0.74
100357,2,63,6,12100.77155,11790.46294,2,138,5
100358,2,62,1,10373.04772,12312.44268,2,143,0.73
100359,1,33,6,19271.0218,0,2,138,5
100360,2,12,3,33776.85236,33656.8535,1,145,1.32
100361,1,57,1,18469.22573,18499.76827,2,141,2.55
100362,2,70,3,80972.78965,90523.85086,2,134,4.86
100363,1,63,2,9428.15357,9104.024372,1,137,1.5
100364,2,13,1,16407.29552,16747.23219,2,141,1.04
100365,2,22,1,23239.06348,24357.0205,1,147,0.41
100366,1,77,6,19649.58967,20960.74871,2,134,5
100367,1,15,4,18195.77902,18291.21378,2,147,1.87
100368,1,12,1,48960.32487,53340.7632,2,143,2.82
100369,2,55,6,14988.74288,17310.89501,1,137,2.94
100370,2,7,4,11506.98472,11846.84654,1,144,1.62
100371,1,4,6,9642.926752,9784.573587,1,138,1.32
100372,2,1,1,18598.70775,20080.55792,1,138,NA
100373,1,74,6,20325.41137,21278.68532,1,148,3.86
100374,2,6,3,48365.13817,51469.81513,2,147,5
100375,1,10,4,5250.395725,5570.359312,2,140,0.73
100376,1,49,4,33376.37844,35932.74121,2,134,5
100377,1,47,6,10049.99873,10423.51897,2,148,5
100378,2,44,7,120073.1383,120284.199,2,140,3.49
100379,1,14,3,57873.09714,59126.59284,1,141,1.67
100380,1,45,3,44922.08136,50782.6708,2,146,NA
100381,2,2,3,11843.3091,11922.48914,1,140,3.23
100382,1,45,7,21856.96411,21615.43575,1,135,1.34
100383,1,0,3,15872.91005,19916.77751,2,134,2.99
100384,2,3,3,28398.14354,37554.26441,2,146,0.89
100385,1,53,3,19023.57169,0,2,139,2.43
100386,2,37,1,21813.84616,22127.5278,2,135,1.99
100387,2,19,3,24052.94008,0,1,146,NA
100388,2,56,3,34028.55475,33288.4453,2,137,2.13
100389,2,55,4,29692.77319,30327.68132,2,142,0.62
100390,2,67,4,8708.976065,9271.031351,1,144,1.27
100391,2,12,4,17554.02899,18854.9868,1,137,1.05
100392,2,0,4,7157.818957,7321.502655,2,146,0.06
100393,1,52,3,162289.7544,160432.9802,1,135,5
100394,1,16,7,31939.28239,0,2,134,3.98
100395,2,77,4,12446.48772,14568.01186,2,145,0.74
100396,2,65,1,11640.61878,12030.03346,2,136,NA
100397,1,2,6,9642.926752,9784.573587,1,138,1.5
100398,2,11,6,9151.038508,9774.277527,2,138,5
100399,2,74,3,52333.37041,58845.17266,2,141,2.04
100400,1,8,2,28181.91012,29618.74698,1,134,0.85
100401,2,5,4,12597.71331,13468.58444,2,140,1.64
100402,2,51,3,105145.1511,101242.4768,2,140,0.68
100403,2,9,1,22086.44526,22305.67402,2,136,0.63
100404,2,66,6,11057.41122,11815.5499,2,142,5
100405,1,17,3,20041.98043,20611.62329,2,139,2.28
100406,2,80,3,17649.28706,0,2,139,2.94
100407,1,55,7,22839.52951,23757.86733,1,134,NA
100408,2,6,4,18519.42864,19446.68433,1,143,0
100409,2,17,7,76724.69796,91613.88665,2,141,3.43
100410,2,58,1,15683.73258,16476.98422,2,137,2.59
100411,1,68,4,7719.49006,8633.276105,2,134,NA
100412,2,65,1,9508.35614,10074.19708,1,137,1
100413,1,15,6,9606.60779,9803.04905,2,138,5
100414,1,80,3,38363.95651,46483.40879,2,142,2.13
100415,2,49,4,22420.32327,22946.68121,2,142,5
100416,2,2,3,10543.32166,11507.34922,1,135,1.14
100417,2,1,4,11605.40475,11894.03831,2,148,2.15
100418,1,31,3,196899.9967,196668.1292,1,141,5
100419,1,40,3,24997.64101,25622.62326,1,140,0.77
100420,1,34,4,32751.2867,35318.93451,1,140,1.72
100421,2,50,2,52316.60266,55500.26228,2,134,3.65
100422,1,66,4,6730.491355,7096.618477,1,146,3.07
100423,1,9,7,22119.69012,23195.20792,1,142,2.75
100424,2,73,4,13504.64732,13271.33418,1,138,4.27
100425,1,79,4,11435.03033,11325.89013,1,139,5
100426,1,1,4,12060.80034,13270.32664,1,147,4.41
100427,2,38,1,55494.71936,67254.30311,1,148,3.67
100428,2,29,3,12417.39857,12289.74463,2,148,2.89
100429,1,33,1,61712.92347,66897.66794,2,144,0.04
100430,1,13,3,19850.8888,19484.42032,1,137,1.37
100431,2,28,3,75507.73468,75376.69324,2,142,3.75
100432,1,29,1,26301.78944,27458.62709,2,141,2.59
100433,1,67,2,11052.92177,10774.86177,1,135,0.81
100434,2,32,1,46996.52069,47992.44563,2,141,1.82
100435,2,9,2,14323.27648,14439.56607,2,141,NA
100436,2,48,1,62607.38432,62243.99031,2,142,0.93
100437,1,6,4,9510.679137,11890.42814,1,147,1.91
100438,2,22,1,20278.14535,20472.01098,2,135,1.95
100439,1,19,7,26200.97908,25431.90798,2,139,0.12
100440,2,28,1,36854.6147,44888.3503,2,136,NA
100441,1,36,4,37251.77656,0,2,140,1.59
100442,2,68,3,188453.2045,190541.568,2,143,5
100443,1,26,4,49854.52349,48179.71826,2,144,NA
100444,1,0,2,5801.670384,6342.113614,2,134,NA
100445,2,61,4,21898.44895,21636.63086,2,143,NA
100446,1,60,2,11560.67687,11257.58212,2,140,5
100447,1,50,3,33867.013,37824.62527,1,137,2.03
100448,2,16,3,79141.39757,84840.04864,2,143,2.89
100449,2,0,3,9977.503929,10475.77999,1,143,0.35
100450,2,13,2,35976.98724,38017.59825,1,134,2.03
100451,2,40,6,24028.84732,27188.82731,1,137,1.79
100452,1,2,4,6579.77715,7343.963425,2,134,0.85
100453,2,80,3,75871.76774,0,2,136,2.65
100454,2,52,6,22862.66355,22148.46856,1,137,1.9
100455,1,80,3,17008.60373,18455.32109,1,140,2.46
100456,1,8,4,8137.751679,0,1,145,0.61
100457,2,19,2,37624.88114,39261.72382,1,134,NA
100458,2,3,1,17514.76945,18805.75682,1,148,0.45
100459,2,2,3,9612.837054,10609.51491,1,137,1.1
100460,1,55,3,80238.13596,80850.90822,2,140,0.68
100461,2,19,7,14293.9083,15090.26573,1,146,0.12
100462,2,2,2,18384.59423,0,2,136,4.81
100463,1,28,4,34769.97029,34532.3119,1,137,1.05
100464,1,32,7,33942.64001,37499.75058,2,145,NA
100465,2,30,6,18799.19701,19674.21326,1,141,3.92
100466,1,18,3,34361.49564,36094.62287,1,135,0.87
100467,1,19,2,25320.67882,26233.96731,2,147,3.13
100468,2,52,4,9357.95904,10544.81767,1,147,3.32
100469,1,75,3,16035.37032,18019.36897,1,147,1.88
100470,1,17,4,10632.3393,11234.55164,2,148,2.07
100471,2,1,4,15534.4852,16879.77761,2,140,0.89
100472,1,6,3,59536.59433,75632.30997,1,145,4.51
100473,1,17,4,17595.66745,18101.48024,1,147,2.45
100474,2,67,3,51343.20069,55253.66834,2,146,NA
100475,1,6,4,8137.751679,9023.28128,1,145,0.61
100476,2,38,6,28354.22346,28062.78279,2,134,5
100477,1,4,3,34781.83152,37387.02605,1,146,1.87
100478,1,8,2,28141.14364,30377.81769,1,143,4.34
100479,2,18,4,26809.92261,27661.22777,2,143,1.07
100480,1,80,2,20786.05455,23060.08772,2,134,NA
100481,2,59,6,15000.10656,15640.71217,2,135,5
100482,1,80,3,9472.026458,0,1,145,1.48
100483,2,51,1,18770.83968,18503.78543,1,137,1.96
100484,2,55,3,52695.08771,52394.6901,2,141,5
100485,1,67,3,161872.7308,165354.9623,2,147,NA
100486,1,74,3,56381.13355,60215.86222,2,142,3.46
100487,1,9,4,14730.69632,15803.76484,1,144,NA
100488,1,19,4,18727.77859,19108.19195,2,146,2.02
100489,2,11,1,9751.435534,11235.90026,2,135,2.39
100490,2,80,3,25311.19511,35616.25133,2,139,2.5
100491,1,0,1,7994.666863,8180.823071,1,138,NA
100492,1,55,4,22216.20462,21369.60862,1,137,1.21
100493,1,9,1,27078.39327,29230.59932,1,136,1.91
100494,1,29,6,26943.76282,27925.59973,1,136,2.66
100495,1,16,3,19568.38613,20049.85449,2,139,NA
100496,1,1,3,21505.56364,24664.36264,2,141,0.59
100497,2,80,3,27249.29086,28551.21086,1,140,2.32
100498,1,2,7,9690.188131,9692.376139,2,140,4.25
100499,2,52,2,14531.45928,14190.53426,2,137,1.89
100500,2,34,4,13425.89625,13138.71707,1,148,NA
100501,1,72,1,11419.69601,12420.47724,1,148,0.87
100502,1,10,4,7636.950568,8102.35284,1,144,3.74
100503,1,10,2,28181.91012,29618.74698,1,134,0.85
100504,1,11,4,8296.536102,8900.90344,1,147,1.04
100505,2,57,1,18368.09551,17661.46718,1,140,NA
100506,2,11,4,10259.0862,10807.36722,1,145,0.64
100507,2,13,4,12763.77636,12893.06559,2,144,1.58
100508,2,80,3,28494.66204,29388.3718,1,142,1.66
100509,2,79,3,57873.03847,66732.8286,1,142,1.26
100510,2,37,4,20687.40259,22419.2765,2,143,0
100511,2,64,4,16102.25691,16508.64082,2,145,1.58
100512,1,12,3,28150.94071,29180.97148,1,138,2.08
100513,1,56,4,18632.93106,18425.90013,1,144,NA
100514,1,37,1,64974.72314,68845.44832,1,136,1.91
100515,2,70,6,7076.095875,7711.386791,2,143,2.01
100516,1,61,2,12142.4431,12352.52512,1,145,1.79
100517,1,39,3,165069.1107,168618.2308,2,143,5
100518,1,14,2,47347.42422,49549.32733,1,148,1.1
100519,2,4,4,10958.36985,11470.36664,1,146,0.06
100520,1,10,1,16682.87736,17267.70005,2,136,NA
100521,1,58,6,11562.72161,11726.21856,1,148,5
100522,1,10,4,7346.852883,0,1,148,NA
100523,2,12,4,28497.26039,29402.1442,2,143,0.89
100524,1,20,1,53510.82372,56412.14401,2,142,5
100525,1,0,1,5883.628202,5994.999457,2,136,0.37
100526,2,33,2,67967.68187,75035.56404,1,140,NA
100527,2,0,3,9305.658696,9350.520282,1,138,2
100528,2,47,3,265691.6009,288489.405,1,135,4.9
100529,1,4,6,10014.53573,10910.67898,1,134,5
100530,1,52,6,9501.998571,10205.49939,2,138,5
100531,1,80,7,14378.38852,15766.92865,1,140,1.19
100532,2,46,4,23031.11659,26406.11377,1,147,2.45
100533,2,4,3,16856.56704,18397.84556,1,135,1.6
100534,2,77,6,16720.20359,18693.82202,2,134,NA
100535,2,56,6,13874.22321,15780.84567,2,135,1.54
100536,2,0,7,5808.057786,5940.875392,2,144,0.82
100537,2,32,1,18426.76493,21655.05184,2,141,NA
100538,2,0,7,22063.82128,27432.40982,2,144,5
100539,2,14,1,27219.113,29542.85246,2,141,1.15
100540,2,35,2,49824.79129,49610.52061,1,134,NA
100541,2,0,7,6300.656891,6284.204915,1,136,0.52
100542,2,1,1,15691.6874,16878.49809,2,135,0.28
100543,2,9,6,5661.045554,6013.316377,2,148,4.08
100544,2,61,4,11681.5326,11931.97797,2,142,NA
100545,2,15,4,19225.42092,19550.56841,1,138,4.27
100546,2,31,3,101387.7499,98477.90451,1,135,NA
100547,1,12,3,20041.98043,20611.62329,2,139,2.28
100548,2,33,3,230871.8769,227915.5676,2,134,5
100549,2,76,3,40193.27462,45693.75748,1,147,NA
100550,2,6,2,16013.97194,0,2,147,NA
100551,1,66,3,213121.1131,221823.4189,1,141,4.29
100552,1,9,3,14551.31875,15672.56782,1,142,1.55
100553,2,7,7,9815.493751,10483.98604,1,141,NA
100554,1,65,4,5312.225094,5580.406152,2,145,4.05
100555,2,7,1,25473.38317,26187.81391,1,148,1.09
100556,2,65,3,34651.06873,33221.70211,2,139,1.27
100557,1,52,4,24178.09293,26029.94084,1,134,4.9
100558,1,60,1,14183.35679,15506.81032,2,148,1.78
100559,2,3,2,15964.44542,17141.16073,2,141,NA
100560,2,74,3,28180.84145,29350.96911,1,139,1.41
100561,1,25,3,45120.22956,0,1,140,0.66
100562,1,14,3,48935.13558,49034.95696,1,146,3.05
100563,2,45,4,20625.77102,23397.77997,2,146,NA
100564,1,5,3,36606.92934,39404.01458,2,139,3.98
100565,1,70,3,7585.442042,10077.03765,2,139,1.79
100566,1,17,1,47326.56025,50515.31908,2,135,1.99
100567,1,8,7,15065.48488,16162.94132,2,146,1.43
100568,1,46,1,13125.59468,13889.59269,2,136,4.78
100569,1,0,3,18657.78367,18415.86324,2,134,5
100570,2,69,1,14347.4826,15876.45713,1,137,2.59
100571,1,30,4,30765.68868,32421.82082,1,144,NA
100572,1,41,3,22218.94297,22335.73521,2,143,0.41
100573,1,9,3,35674.72886,44515.53956,1,145,1.71
100574,2,53,2,11411.02396,10994.96077,2,138,0.49
100575,2,50,6,11579.83167,11704.52007,2,140,5
100576,1,62,2,15386.69784,15782.2933,1,140,1
100577,2,27,4,39671.62672,41679.59463,2,144,0.14
100578,2,59,7,17310.44701,0,2,145,2.39
100579,1,59,3,235792.836,268261.5135,2,146,1.97
100580,1,65,2,9308.059968,10208.91161,1,138,0.92
100581,1,78,4,9058.91474,8951.455937,2,145,1.46
100582,1,54,4,12140.07606,11677.4525,1,137,0.66
100583,2,29,1,15663.28875,18116.60526,2,136,1.2
100584,1,63,3,99423.09924,107744.0111,1,134,5
100585,2,6,4,10867.2159,11168.16345,1,144,1.02
100586,1,80,3,15000.72782,17027.9582,2,135,1.36
100587,1,13,1,35662.40291,37990.50774,1,148,1.09
100588,1,0,3,18214.45267,17395.90247,1,135,4.17
100589,2,33,1,19796.55827,22733.34544,2,136,1.01
100590,1,24,6,19467.24546,20985.42782,2,135,NA
100591,2,3,6,5681.007552,0,2,135,NA
100592,1,18,1,21231.95245,22179.59327,2,136,NA
100593,1,9,2,15640.19752,16188.4688,2,136,0.94
100594,1,59,4,15360.52793,15867.50426,1,145,0.99
100595,2,10,4,14610.97115,14892.49739,1,147,0.09
100596,2,14,4,22493.35716,27423.32328,2,145,2.39
100597,1,71,1,11111.03643,11604.51074,2,136,1.04
100598,2,7,3,44272.3007,0,2,142,4.93
100599,1,54,1,41993.72929,43860.66554,2,140,3.21
100600,2,4,3,25524.37212,27954.48741,2,140,5
100601,2,11,1,18502.44411,0,2,143,1.28
100602,2,36,2,40384.35871,0,1,143,3.39
100603,1,3,4,10295.49531,11359.5138,1,136,0.29
100604,1,4,4,8501.041216,8511.090571,2,144,0.42
100605,2,29,1,33586.4057,0,2,135,1.32
100606,2,8,4,8399.608801,8632.22051,2,148,0.73
100607,1,19,6,7211.048728,6937.805361,1,146,0.17
100608,2,64,1,19765.33641,20282.38814,2,140,0.53
100609,1,6,2,20173.40001,20936.7708,1,134,5
100610,2,41,4,14495.34448,14809.10432,1,144,1.24
100611,1,43,1,21869.95392,23478.96599,1,137,2.15
100612,2,1,3,17648.5894,18998.75895,2,134,1.83
100613,1,26,7,11273.72244,11323.73986,2,135,NA
100614,1,18,3,30747.40665,30429.23548,1,140,3.23
100615,2,4,6,6769.285937,6298.840613,1,137,1.67
100616,1,7,4,12677.25194,13540.12954,1,139,0
100617,1,76,3,91718.02624,93068.6381,2,143,4.86
100618,1,11,7,8031.186072,0,2,148,5
100619,2,28,3,81923.05428,84653.9698,2,147,2.88
100620,2,11,4,7701.756658,7763.045513,1,147,3.41
100621,1,40,7,313107.4095,310518.3885,2,135,5
100622,1,43,7,56534.08294,54682.76417,1,135,1.22
100623,2,36,3,130878.3645,129734.0981,2,143,5
100624,1,23,1,31644.59132,34018.09079,2,148,0.49
100625,2,54,1,20066.34072,21002.99033,1,135,2.92
100626,1,1,3,18271.76905,20892.55373,1,146,2.57
100627,2,43,7,40132.78396,49571.89281,2,139,0.12
100628,1,33,6,21719.03568,21041.37405,1,141,3.33
100629,1,67,1,4895.632243,5798.116256,1,137,1.75
100630,1,18,7,8974.926419,8907.301348,2,146,4.09
100631,1,27,3,156161.9147,0,2,147,4.08
100632,1,39,3,38171.33998,38677.31117,1,146,2.77
100633,1,61,4,9936.017752,10191.8713,2,148,2.43
100634,1,38,4,27031.39189,34407.89319,1,147,1.14
100635,1,39,6,28807.80404,27196.58905,2,134,5
100636,1,46,4,14930.20263,15076.73234,2,138,1.15
100637,2,16,4,14485.80253,14919.03362,1,144,0.12
100638,1,42,1,27438.86376,29404.21357,1,148,NA
100639,2,80,3,19445.12115,21144.55989,1,142,1.49
100640,2,5,3,15693.19542,19832.32282,1,146,0.37
100641,2,24,6,37194.19637,42015.64993,2,140,NA
100642,1,65,4,6308.877848,6279.819428,2,142,1.69
100643,2,7,7,15713.83278,19779.36934,2,137,0.33
100644,2,31,3,30442.53281,30006.62873,1,140,0.13
100645,2,2,4,7589.334897,8297.862734,2,134,2.39
100646,1,80,3,43370.02694,47558.32819,2,137,2.11
100647,1,33,3,57665.17845,68581.62948,1,141,2.02
100648,1,66,3,48565.27851,0,2,139,5
100649,1,43,3,32781.41382,32446.07828,2,142,1.51
100650,2,61,3,50044.42267,56398.93665,2,147,0
100651,2,5,1,29483.77488,39116.00283,2,140,1.99
100652,1,0,4,4889.688473,5163.756065,2,145,0
100653,1,25,4,37724.48894,39554.53594,1,138,0.04
100654,2,74,3,60561.66389,64788.40875,1,146,2.59
100655,2,10,7,9031.197495,9315.172557,2,139,1.22
100656,2,16,6,11919.92292,13547.26006,1,138,NA
100657,2,57,4,22896.41049,22919.36216,2,144,2.49
100658,1,17,3,54222.38906,54131.28096,1,140,4.52
100659,2,7,2,12690.65881,12548.00865,2,141,0.48
100660,1,8,3,31716.8942,33259.05343,1,145,1.89
100661,1,14,6,5860.501443,5816.343217,2,145,1
100662,2,68,3,35376.62837,0,1,146,1.48
100663,2,71,3,152138.7817,171414.6491,2,147,5
100664,2,1,4,14240.60218,15952.07831,2,146,1.14
100665,2,2,3,16720.89074,18469.47538,2,139,2.21
100666,2,11,4,4272.957196,4290.970559,2,148,0.74
100667,1,20,4,31115.75203,29537.08087,1,141,3.92
100668,2,5,4,16414.45196,18387.18756,2,146,0.77
100669,2,13,3,36411.28106,36954.49421,1,146,0.73
100670,1,41,6,16614.62569,18730.68607,2,134,4.08
100671,1,16,3,20335.77383,20836.12329,2,139,1.02
100672,2,25,1,30245.39538,32668.23284,1,135,1
100673,2,35,4,19220.78807,20522.26825,2,145,2.31
100674,1,80,3,9059.058258,9849.260369,1,140,NA
100675,2,21,4,41470.92106,45399.07413,1,138,1.54
100676,1,1,3,10436.24638,11791.19822,2,139,1.91
100677,2,56,3,58005.18253,57443.01487,1,135,1.98
100678,2,9,4,17746.91095,21547.66642,2,145,0.98
100679,1,15,3,33436.91352,33090.91159,1,142,1.56
100680,1,18,4,19735.73551,19839.24716,1,141,1.4
100681,2,56,2,19035.21787,18577.2728,1,148,NA
100682,1,6,2,30527.41425,31654.19836,1,138,1.1
100683,2,2,3,13649.42861,13476.81344,1,135,0.7
100684,2,35,4,25123.7994,27255.02022,1,139,3.34
100685,1,60,4,5707.572401,0,2,136,NA
100686,2,16,7,119901.5683,125928.8632,1,141,3.33
100687,2,19,1,13043.77632,0,2,141,NA
100688,1,9,1,13517.15466,13722.32484,1,135,1.95
100689,1,21,4,33290.17842,32339.98889,1,144,NA
100690,1,0,3,8657.886751,8245.00426,2,147,5
100691,2,8,2,18075.8913,18271.68283,1,134,5
100692,1,62,3,139409.1513,142001.401,1,136,5
100693,2,49,4,26191.37109,27784.4684,2,144,4.98
100694,1,3,6,12891.94698,17066.37983,1,141,NA
100695,2,15,1,42683.79401,46327.77816,2,137,5
100696,1,70,3,22829.17077,25073.47689,2,142,1.18
100697,1,32,3,77444.57914,79818.10257,2,137,1.98
100698,2,48,6,16213.08678,16253.3788,1,137,5
100699,1,52,4,19579.97617,0,1,134,NA
100700,2,10,4,16432.34866,16932.8541,1,137,2.4
100701,2,33,4,29028.35677,30878.07113,1,147,5
100702,2,10,6,11790.84592,12382.98812,1,137,NA
100703,2,0,1,16624.51519,17086.31924,2,142,0.62
100704,2,9,7,10770.68855,11311.59793,1,134,5
100705,2,56,3,166139.2273,160725.956,1,139,2.16
100706,1,66,3,24111.84933,25196.31647,2,143,1.62
100707,2,34,3,114867.4949,115896.9325,2,142,3.56
100708,2,10,3,47942.48304,53349.66383,1,137,2.61
100709,1,38,3,30866.57567,31750.54281,2,139,1.02
100710,1,33,2,34939.46257,35117.40042,2,143,NA
100711,2,69,3,139745.4564,138560.3987,1,134,5
100712,1,1,3,30532.97733,34884.20919,2,146,0
100713,2,38,3,128887.5238,125026.3181,1,134,3.92
100714,2,37,3,72531.67779,70450.0065,1,145,1.63
100715,2,51,3,81073.89788,90424.87738,1,146,1.49
100716,2,79,1,15200.18241,15570.6556,2,143,1.68
100717,2,49,3,16080.31945,16001.1378,2,137,0.82
100718,2,26,6,15839.04827,0,2,137,NA
100719,2,2,4,13093.60676,14667.23372,2,142,0.37
100720,1,59,3,48136.80482,50394.29669,1,137,2.65
100721,2,73,2,15806.66025,17361.29578,1,138,1.52
100722,2,15,7,42269.54103,44394.37553,1,135,1.22
100723,1,80,6,13504.01483,13981.74891,1,136,0.9
100724,2,9,4,11336.0416,11554.46604,2,144,0.96
100725,2,67,6,19890.67035,19710.65273,2,138,3.94
100726,2,69,1,11092.8712,11463.96202,1,148,NA
100727,1,26,3,9163.36356,10224.20924,2,139,2.55
100728,2,68,3,45212.47451,47363.43254,1,145,1.04
100729,1,3,4,9726.185137,10388.21863,1,144,0.18
100730,2,44,3,6910.726506,8528.331361,2,139,1.99
100731,1,6,2,14431.9651,14937.88147,1,147,1.37
100732,1,35,6,20049.68272,20434.76368,2,141,4.43
100733,2,44,6,24172.31091,27351.15747,2,135,3.04
100734,2,1,3,20831.58175,26701.86012,2,147,1.39
100735,2,76,2,22764.13756,24038.58992,1,134,1.6
100736,2,7,1,17948.98117,17866.39654,2,142,2.41
100737,2,4,4,6380.228337,6809.789072,2,148,NA
100738,2,39,2,56303.97048,67312.37043,2,137,1.88
100739,1,79,3,49247.77182,49928.92075,1,142,2.46
100740,1,20,3,161260.4337,166329.5864,2,138,4.74
100741,1,66,3,169294.2067,180912.9052,1,134,5
100742,1,34,4,25666.32239,27280.38598,2,134,5
100743,2,52,1,31534.06324,33838.18951,1,135,5
100744,2,0,1,12582.32017,12931.83812,2,136,2.19
100745,1,64,1,6011.732011,5935.779832,1,135,1.22
100746,1,0,6,14967.12363,16616.77575,2,144,0.87
100747,2,55,7,282289.2528,278720.9866,1,141,1.22
100748,2,62,4,14019.69966,14735.92868,1,136,1.85
100749,1,21,6,36484.34185,47238.57149,2,137,1.36
100750,1,58,3,28614.43352,0,1,142,0.66
100751,2,5,3,62514.23407,67692.17491,1,141,5
100752,1,42,6,10099.49227,10515.97416,1,143,5
100753,2,3,4,15310.53363,16550.6839,2,134,5
100754,1,54,4,45059.09975,47302.53934,1,143,4.31
100755,1,11,4,7307.554072,8119.006861,2,148,2.07
100756,1,60,4,8344.219912,8559.612904,1,135,2.92
100757,2,0,4,7646.387531,7821.243726,2,143,1.83
100758,2,4,1,29551.02022,38181.20431,2,142,2.41
100759,1,35,3,38169.17409,40377.21523,2,143,1.06
100760,2,63,3,105616.7623,103133.9285,2,135,5
100761,1,80,3,39992.16204,45153.35436,1,140,3.43
100762,1,80,2,12613.44156,0,1,134,0
100763,2,11,3,60863.89982,69130.18427,2,143,2.89
100764,2,47,6,13132.4827,13185.35042,1,140,2.08
100765,2,48,6,15023.59379,16232.53367,1,137,NA
100766,2,9,4,12499.89982,12740.74964,2,146,0.05
100767,2,7,2,11480.64936,11351.60038,2,136,2.67
100768,2,42,6,24812.14722,24873.80922,1,136,NA
100769,2,9,7,21282.32042,23849.09805,1,141,1.42
100770,1,10,4,14253.76103,15418.48746,2,144,0.14
100771,2,68,3,43186.20079,41816.09985,1,145,0.7
100772,2,45,7,26528.92606,26880.96804,2,144,0.96
100773,1,2,3,20756.56815,21215.05074,2,139,3.06
100774,1,61,6,11626.97696,10895.77347,1,138,NA
100775,2,21,3,83639.01151,92029.60143,2,142,NA
100776,1,7,4,8212.228785,8810.454693,1,147,0.52
100777,1,16,3,62744.44869,0,2,145,5
100778,2,18,4,6978.707543,7049.397569,2,140,1.79
100779,1,6,4,12677.25194,13540.12954,1,139,0.18
100780,1,54,3,28527.65669,29969.98135,1,146,1.22
100781,2,21,1,35695.744,0,1,138,NA
100782,1,39,3,82541.90045,82606.91549,2,143,NA
100783,1,15,6,5321.300654,5400.227225,1,148,1.32
100784,2,11,6,8746.182929,9194.202989,2,135,NA
100785,2,3,6,11057.733,10269.04826,2,134,4.08
100786,1,5,3,53865.31846,59222.30255,2,142,0.6
100787,1,72,3,59882.03688,62446.30869,1,142,4.57
100788,1,35,3,37421.55786,39016.93071,2,142,1.58
100789,2,37,4,25421.30489,0,1,137,0.06
100790,2,60,4,8620.23335,8476.633486,1,144,5
100791,2,4,3,18113.53276,19689.96198,2,135,0.25
100792,2,68,4,9062.876703,9526.040504,1,144,1.99
100793,1,12,4,16197.71372,16526.73441,2,144,0.96
100794,1,17,4,13679.21962,14425.05346,1,145,NA
100795,1,78,3,94639.1981,102822.1849,2,136,4.25
100796,1,19,7,9049.741222,9080.159664,1,136,5
100797,1,73,3,65656.8194,0,1,134,2.9
100798,2,7,1,20117.59064,20280.92383,2,135,1.58
100799,1,11,3,24932.27576,0,2,146,NA
100800,2,76,3,43116.80086,44200.78742,1,135,5
100801,1,34,3,31597.65875,30167.97662,2,139,0.43
