SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDFMPIR
96918,1,7,3,38272.61874,41221.70801,1,142,3.43
96919,2,12,6,8461.399633,9599.364163,1,138,0.7
96920,2,0,3,13799.71217,14531.82063,1,138,4.41
96921,1,57,3,44602.21291,46363.59503,1,145,1.78
96922,1,57,3,76262.84047,78719.45835,2,141,5
96923,2,9,3,34862.75193,47608.53452,2,142,NA
96924,2,16,4,21790.02196,22481.92841,2,143,2.43
96925,1,27,2,25067.99693,26755.3568,2,148,NA
96926,1,59,3,113380.0734,117014.5076,1,141,5
96927,1,70,3,74632.11104,82185.73801,2,137,3.34
96928,1,71,4,10618.24005,10146.70135,1,139,1.54
96929,2,7,7,86035.94786,95141.35096,1,139,4.07
96930,1,70,3,110956.8704,122013.9684,1,146,NA
96931,2,10,6,10585.14685,13026.49115,2,145,1
96932,1,1,7,11176.57708,11484.2251,1,140,NA
96933,1,59,3,27670.13941,28406.92318,1,140,1.1
96934,2,55,4,11544.15729,11925.311,1,147,0.04
96935,1,41,3,31202.7596,33961.43814,2,137,1.88
96936,2,7,1,17870.12035,18015.2065,2,141,NA
96937,1,13,6,10247.04831,10456.58565,2,138,0.58
96938,2,65,1,23331.20386,23557.63686,1,140,NA
96939,2,32,3,46033.92576,49790.6574,2,139,0.71
96940,2,59,3,208829.9522,202666.6074,1,140,3.69
96941,2,39,4,58366.5463,61192.66195,1,143,5
96942,1,15,4,16223.10977,17107.64445,1,139,0.28
96943,1,9,7,10528.23398,11673.88984,1,136,1.63
96944,2,70,1,25838.09652,27250.53414,1,142,1.75
96945,1,18,3,37987.00042,37923.17211,2,142,NA
96946,1,77,1,12219.17952,13496.20338,2,141,2.06
96947,2,11,3,22944.21241,0,1,146,NA
96948,1,33,4,23221.99338,29919.22579,2,140,2.88
96949,2,0,3,14767.42268,14174.27674,1,143,1.23
96950,2,6,1,3262.139151,3225.470866,2,148,1.94
96951,2,36,3,102651.2985,103875.2574,2,141,1.48
96952,2,63,3,155525.6692,164492.602,2,134,NA
96953,2,60,3,44943.58347,42929.67449,1,138,1.19
96954,1,55,1,12703.55172,13931.73095,2,136,0.94
96955,1,64,6,10496.15957,11361.38386,2,135,5
96956,1,70,3,5403.306141,7443.936818,2,139,3.16
96957,1,9,1,16841.45218,20481.42664,1,147,NA
96958,2,24,4,25757.85078,27486.35235,1,137,1.21
96959,1,33,6,30043.52646,36291.28839,2,145,4.93
96960,2,47,4,19035.94681,19130.87583,1,140,0
96961,1,15,4,11982.78577,14387.21531,2,145,1.04
96962,2,71,6,16107.74937,16550.96285,1,136,5
96963,2,6,7,4673.648066,4763.700574,2,140,1.43
96964,2,65,4,11811.30065,12180.43171,2,136,5
96965,1,52,2,56042.94212,60916.43249,2,137,0.81
96966,2,25,3,49143.91683,48550.48072,1,140,1.44
96967,2,21,6,16096.76003,16231.96544,1,138,0.64
96968,1,13,1,26177.51689,27732.94977,2,142,2.86
96969,1,38,1,23796.1639,24081.19115,2,136,1.2
96970,2,49,6,10517.7374,10465.19921,2,140,2.04
96971,1,16,3,39723.33179,40731.82745,1,142,4.07
96972,2,62,4,6827.966155,6685.884412,1,137,1.21
96973,1,77,3,35028.61976,0,1,140,3.04
96974,1,2,3,30259.21687,31725.50124,1,140,0.87
96975,2,30,4,21181.55346,20422.36457,2,147,4.12
96976,1,63,3,88077.2832,84406.39616,1,140,5
96977,2,7,7,9677.657505,10279.87071,2,140,3.21
96978,1,60,4,5885.46032,6006.803506,2,140,1.79
96979,2,34,2,28417.30281,30930.75206,1,140,3.33
96980,1,15,3,24634.96089,25536.34347,2,141,0.59
96981,1,13,7,26014.66431,27141.29361,2,140,3.07
96982,1,78,4,8645.95658,0,1,134,2.02
96983,1,80,3,21014.82908,24386.18151,2,142,1.81
96984,2,38,4,13285.71502,14025.0276,1,147,NA
96985,2,80,3,14603.237,17703.25461,1,146,0.29
96986,1,0,3,10291.0637,9654.253289,2,139,2.55
96987,2,51,4,40607.16126,0,1,143,4.62
96988,1,3,6,17577.35415,17893.05021,1,137,0.79
96989,2,64,4,14754.39717,15690.55921,1,144,NA
96990,1,30,2,40882.20791,45323.1034,2,141,1.19
96991,2,4,6,6224.8933,6155.490812,1,137,0.88
96992,1,28,4,52674.99807,62998.7006,1,143,2.6
96993,1,52,3,122231.3741,126956.8799,1,142,4.93
96994,1,61,2,9407.365835,10308.93047,1,145,0.92
96995,2,6,4,12165.51228,12502.41376,1,138,0.35
96996,2,38,2,46660.3988,46459.73654,2,134,2.29
96997,1,9,3,13739.14476,14460.8652,2,141,1.77
96998,2,68,7,6406.652878,6513.869922,2,137,0.74
96999,2,2,2,11419.6487,14881.67138,1,148,1.22
97000,1,33,6,31066.64787,36569.29602,1,138,NA
97001,1,11,2,14431.9651,14937.88147,1,147,1.37
97002,2,4,7,13902.96558,13766.857,2,141,0.5
97003,1,20,3,77126.68281,83451.34914,1,142,NA
97004,2,16,1,12473.7908,14837.24191,2,142,1.02
97005,1,0,3,13491.07371,12788.71209,1,146,NA
97006,1,5,1,48226.59039,52740.40798,2,143,0.71
97007,1,6,1,16682.87736,17267.70005,2,136,NA
97008,1,13,1,41904.74193,42775.03188,2,144,NA
97009,1,30,4,19170.32303,20467.07971,1,147,4.07
97010,2,36,6,22977.30991,0,2,136,4.81
97011,2,26,3,80291.4418,85280.52096,2,147,5
97012,2,14,4,13484.92721,13888.22484,1,147,1.26
97013,1,50,1,26214.09986,26719.36637,1,148,0.1
97014,2,4,4,13745.15334,14906.49418,1,138,0.28
97015,2,72,4,10356.5749,10900.82569,1,146,1.08
97016,2,4,1,23560.24408,25686.14284,1,137,0.49
97017,2,66,3,53570.16659,55461.54322,1,140,0.95
97018,1,27,4,21302.66108,20694.62693,1,144,1.02
97019,1,44,2,47490.39089,52601.28845,1,134,0.66
97020,1,12,4,16013.30745,16338.58233,2,143,2.36
97021,1,27,3,48692.77797,52033.46227,2,139,1.59
97022,1,46,2,53372.17091,59370.65197,1,148,1.29
97023,2,80,1,10961.90993,12841.7581,2,135,0.97
97024,2,55,3,116483.9992,124173.4717,2,142,1.93
97025,2,36,1,17060.05525,19144.75678,1,137,NA
97026,2,80,3,58531.99418,61835.46968,1,145,1.58
97027,2,26,6,18640.0616,20179.89767,2,138,0.08
97028,1,17,3,18506.09285,18961.42412,1,142,1.55
97029,1,55,6,12876.0589,12839.46947,2,136,5
97030,2,57,2,32286.73737,32861.91424,2,137,5
97031,1,70,4,13665.1842,14035.22915,1,141,4.16
97032,1,50,3,19684.42872,20208.90137,2,135,5
97033,1,12,1,17862.48745,18506.76735,2,142,0.52
97034,2,31,3,101949.6987,103165.292,2,145,1.44
97035,2,36,4,12858.04585,12443.38487,2,140,0.73
97036,2,28,4,43505.6231,47938.27678,2,144,4.98
97037,1,32,6,12483.14302,14330.26151,2,137,5
97038,2,53,3,41690.42706,41274.95883,1,139,0.86
97039,1,76,6,24184.29179,25867.77364,1,136,2.41
97040,2,58,4,27305.98407,27868.53143,1,144,1.08
97041,2,26,4,31924.75921,31371.80867,1,147,5
97042,2,33,3,97523.5359,95435.89536,2,141,5
97043,2,17,7,11360.62247,12594.06454,1,139,4.07
97044,2,30,6,14908.71316,15137.40806,1,139,NA
97045,1,8,3,32953.49181,34281.95475,1,142,0.55
97046,1,61,4,9037.521225,9407.685858,1,139,1.82
97047,1,9,3,25584.74674,27109.54486,2,142,0.14
97048,2,34,4,22791.51281,22304.0036,1,144,0.62
97049,1,52,6,13353.95273,13595.94393,2,138,3.73
97050,1,13,3,20630.93131,21767.85972,1,145,0.24
97051,1,68,6,10015.66611,11982.80616,1,137,1.16
97052,1,7,3,54555.51645,58650.55641,2,143,4.22
97053,2,4,1,26762.13926,28437.9916,2,136,1.79
97054,1,40,3,18630.34507,18963.32457,2,145,1.61
97055,1,53,1,43650.60226,44987.10696,2,143,0.99
97056,2,72,7,15590.62163,16490.27472,2,135,4.12
97057,2,26,6,18640.0616,20179.89767,2,138,4.78
97058,2,80,3,67339.67088,76616.59996,2,145,3.34
97059,1,44,4,30148.73425,31096.35555,1,139,NA
97060,1,20,4,43891.35505,54036.13196,1,134,4.9
97061,1,1,4,5942.02623,6038.222498,2,145,0.32
97062,1,4,4,12398.85912,13457.16967,2,145,0.68
97063,1,51,4,27741.85697,29032.33478,2,136,4.81
97064,1,24,1,50578.12212,62757.68584,2,136,1.82
97065,1,42,4,21520.38916,21518.14766,1,147,1.33
97066,1,0,1,8124.718363,8513.331807,2,135,1.68
97067,1,59,6,11562.72161,11726.21856,1,148,5
97068,2,2,4,9388.212695,10019.25413,1,144,1.02
97069,2,14,4,19516.46282,20682.14474,1,140,1.72
97070,1,16,4,20700.34775,21759.07862,2,140,0.89
97071,2,31,4,22506.18176,25988.45389,1,136,1.52
97072,1,2,4,9053.716973,10066.69461,2,143,0.02
97073,1,44,3,117114.577,0,2,148,5
97074,2,0,4,4798.171888,4907.895607,2,135,0.1
97075,2,18,4,14594.60462,15407.71476,1,145,1.71
97076,1,19,3,8926.297869,9152.918656,1,142,2.47
97077,2,52,4,19899.23544,20726.16185,1,146,1.66
97078,2,28,4,30031.65888,32046.95782,1,136,0.58
97079,2,5,3,58116.20765,76464.3074,2,135,5
97080,2,80,3,29631.90797,33267.3273,1,144,5
97081,2,41,3,20618.87794,0,1,140,1.71
97082,2,0,3,19638.80237,19325.4167,1,146,4.88
97083,1,0,2,7230.362689,8152.182742,2,140,3.04
97084,1,2,3,33278.90203,0,1,136,4.68
97085,2,0,4,5140.015459,5257.556395,1,147,0.98
97086,2,0,1,7321.955523,7715.055662,2,135,1.44
97087,2,7,4,10032.17103,10225.47231,1,147,1.06
97088,1,60,3,19012.9145,20743.46601,1,145,0
97089,2,80,2,13283.47427,0,1,136,NA
97090,1,10,3,37687.88483,42180.212,1,143,3.56
97091,2,9,3,13237.61099,13707.35213,2,139,1.22
97092,2,31,4,16244.30554,16756.50607,2,145,5
97093,2,35,4,21515.38847,22240.81613,1,147,3.03
97094,2,30,6,11863.81371,12261.96768,2,148,NA
97095,2,44,7,104851.639,108780.3302,2,143,3.49
97096,2,69,3,19886.25867,25624.00242,2,139,1.4
97097,1,53,1,10261.22176,10239.79807,2,148,2.38
97098,1,19,2,18660.49444,19333.55755,1,144,NA
97099,2,77,3,65292.38294,72333.04164,2,146,5
97100,2,22,3,108131.6534,108737.5799,1,145,NA
97101,2,2,6,12226.85254,12689.44159,1,143,5
97102,2,70,2,43088.94913,45962.98503,1,136,5
97103,2,31,2,56718.44723,56452.08437,2,143,2.39
97104,1,38,1,100758.0014,99750.03476,1,148,1.09
97105,1,56,7,202115.2047,208401.4166,2,141,4.68
97106,2,20,3,64661.59626,64118.82215,1,142,0.37
97107,1,49,7,136951.3995,141844.6342,1,138,1.91
97108,1,51,6,8108.831882,8443.223111,1,143,5
97109,2,74,3,56831.39769,64130.43753,1,147,1.97
97110,1,10,6,5868.302127,6015.216151,1,140,2.08
97111,1,43,6,23430.0797,23854.66359,2,138,0.58
97112,1,16,3,88552.1705,94353.19892,2,142,5
97113,2,2,3,23818.05778,25640.21001,1,138,5
97114,2,17,6,23850.62772,31367.84596,1,143,2.94
97115,1,65,1,14183.35679,15506.81032,2,148,1.95
97116,2,23,1,40875.96353,41958.30097,1,140,1.1
97117,2,63,1,11060.29618,11899.80184,2,135,0.82
97118,1,72,3,102774.4188,110616.3995,1,146,4.62
97119,2,3,4,13745.15334,14906.49418,1,138,0.28
97120,2,80,3,51740.7685,64075.20016,2,134,5
97121,2,44,7,36600.78262,39741.33154,1,137,0.93
97122,2,29,4,24782.99977,26446.08317,2,135,1.7
97123,2,45,6,12630.76723,15198.39282,1,138,1.39
97124,2,62,3,61802.62661,65265.5084,2,138,1.28
97125,1,57,4,18329.82168,20216.66754,1,138,NA
97126,1,3,3,66299.51499,72384.33528,1,141,3.25
97127,1,19,1,9201.235067,9759.835281,2,136,2.46
97128,2,29,1,27378.30988,28695.39281,1,137,0.81
97129,2,40,6,9949.000379,10414.61553,1,141,5
97130,1,19,6,10171.70237,10105.69501,2,138,NA
97131,2,53,4,40933.28869,41984.57658,1,137,5
97132,2,0,6,7980.77523,0,2,138,3.59
97133,2,65,6,30547.99329,30927.89789,1,141,NA
97134,2,0,1,11480.99668,11734.71387,2,138,0.15
97135,1,14,3,34830.9607,42963.9316,1,146,3.1
97136,1,0,1,8720.706053,8835.977559,1,135,2.15
97137,2,39,4,20178.62636,21473.88497,1,147,NA
97138,2,47,3,30677.32986,30759.27745,2,140,0.96
97139,1,29,1,18443.77334,19227.95765,2,135,0.8
97140,2,43,1,30162.80879,29733.68008,1,135,1.11
97141,1,11,6,16648.03433,0,2,135,5
97142,2,44,1,14037.35165,13626.20995,2,136,1.36
97143,1,61,1,6640.335426,6924.161404,1,140,5
97144,1,18,3,18547.67719,18571.30913,2,142,1.5
97145,2,46,3,110392.62,111710.038,1,140,NA
97146,2,19,7,12650.96114,14390.99563,1,148,5
97147,2,37,2,44649.55771,45289.96885,2,144,NA
97148,2,4,7,13171.30664,14633.3164,1,145,0.98
97149,2,66,2,16988.50686,18508.72157,1,134,5
97150,1,58,4,14865.9808,14644.9156,1,147,1.86
97151,2,6,6,7651.659638,8035.929824,2,138,3.37
97152,2,45,3,99324.95216,108815.6359,2,143,NA
97153,1,30,3,49913.7149,51705.53092,2,143,1.52
97154,1,3,4,12042.51301,12213.13137,1,141,0
97155,1,52,3,21632.93354,22488.21166,2,147,1.32
97156,2,45,6,18697.15644,19137.66366,2,138,4.69
97157,1,23,1,36629.3045,41326.11128,2,144,NA
97158,1,1,1,8062.049218,9305.973906,2,148,0.91
97159,2,6,4,8255.593583,8290.396414,1,144,0.18
97160,2,16,3,70642.681,75729.37396,2,143,3.49
97161,1,60,7,30101.97022,32201.68855,1,143,1.72
97162,2,56,3,38803.39722,0,2,146,NA
97163,1,55,6,13824.67194,15815.02873,2,137,1.36
97164,1,62,3,28995.34657,29018.71642,2,143,0
97165,2,66,4,14270.93335,14716.93374,2,148,2.36
97166,2,40,1,55578.98881,54177.79551,1,148,1.09
97167,2,13,3,72888.88947,76402.59122,2,134,5
97168,1,54,3,22743.2463,24833.27335,1,142,2.77
97169,2,67,4,17842.38661,18032.56857,1,139,1.06
97170,1,10,2,20173.40001,20936.7708,1,134,5
97171,2,74,1,17239.30479,17583.72675,1,148,NA
97172,2,6,4,13781.27766,14162.92479,1,144,0.18
97173,2,18,3,46771.26308,55901.08772,1,145,4.6
97174,2,26,7,38646.82327,38464.6788,2,138,5
97175,1,7,3,78915.09092,84914.68941,2,136,5
97176,2,58,2,26903.52456,27604.01525,2,141,1.83
97177,1,41,1,82809.78354,87453.99424,2,147,NA
97178,2,55,4,35994.1701,36604.39962,2,136,NA
97179,2,13,2,13067.22723,13337.96227,2,138,4.18
97180,2,80,3,47068.08218,49813.67771,2,137,2.31
97181,1,65,2,7099.776465,7514.209472,1,137,1.87
97182,1,19,7,7211.048728,6937.805361,1,146,0.83
97183,2,27,2,67777.41945,67972.3285,2,134,4.12
97184,2,19,3,42269.54103,44394.37553,1,135,1.72
97185,2,9,1,39067.0251,49657.57262,2,144,0.04
97186,1,46,6,20018.61033,20742.06883,1,136,5
97187,1,14,7,13470.36792,13158.8583,2,136,5
97188,2,80,3,12362.30561,14986.61179,2,144,1.82
97189,1,71,4,12744.48842,12804.27746,2,147,3.13
97190,2,0,3,11693.0104,11155.30326,1,145,0.46
97191,2,44,1,22574.95747,22424.58224,1,147,0.41
97192,2,67,2,13593.61866,13022.8627,2,139,2.39
97193,1,28,1,47223.33272,47570.83324,2,144,3.29
97194,1,69,6,8630.317149,8588.9765,1,148,NA
97195,1,0,2,6793.739582,7549.711532,2,140,1.39
97196,2,1,7,4992.218285,5987.459644,2,148,NA
97197,2,61,4,18623.64141,20110.10186,1,143,5
97198,2,73,3,18046.73453,25217.95073,2,139,1.23
97199,1,15,7,5890.704595,5781.444796,2,140,2.04
97200,1,56,4,14621.48697,14968.15437,1,145,1.49
97201,1,60,4,15651.85718,16873.40271,2,144,0.16
97202,1,6,3,18374.80503,19340.03777,2,139,3.06
97203,1,0,2,18102.92974,18604.10967,1,140,0.83
97204,2,80,3,29362.79745,32910.76817,1,135,3.33
97205,2,1,4,7132.026194,7062.204402,1,144,0.18
97206,1,69,3,122978.4945,122549.6701,1,145,5
97207,2,2,1,28390.92688,27924.2345,2,146,0.22
97208,1,30,7,19218.69202,20482.84994,1,144,0.18
97209,2,71,3,178341.4671,186909.1458,1,146,4.62
97210,1,47,1,55513.51039,56888.45071,1,135,1.11
97211,2,54,1,19576.53996,19163.331,2,136,NA
97212,1,13,3,108830.1494,111486.5339,1,134,3.47
97213,2,7,2,44694.66621,44489.02263,2,144,3.98
97214,1,0,3,10083.14483,9985.038021,1,146,1.22
97215,2,71,2,9625.845534,10082.35547,2,141,0.09
97216,2,69,6,11175.84355,12048.85601,2,141,1.06
97217,2,29,4,25227.91472,26477.63966,1,138,0.35
97218,1,15,3,30747.40665,30429.23548,1,140,3.23
97219,1,10,1,36929.39918,38292.48417,1,148,1.91
97220,1,11,4,9105.24027,10179.501,1,145,1.98
97221,1,78,1,13559.6301,14906.88924,1,147,NA
97222,2,53,4,20276.16706,20521.60594,1,147,5
97223,1,26,4,38005.42806,45454.06115,1,141,4.16
97224,2,72,3,58138.72789,59654.72606,2,139,2.43
97225,2,80,3,33913.96391,37354.51318,2,135,5
97226,2,1,7,9737.24144,10548.60025,1,136,0.52
97227,2,4,6,20879.85008,25960.3537,2,144,NA
97228,1,49,3,22045.47858,22439.49665,2,146,NA
97229,2,80,3,23275.71771,24032.85039,1,135,2.71
97230,1,10,1,23839.88513,25024.86073,2,136,NA
97231,2,27,6,20245.7791,22620.91938,1,136,2.94
97232,1,16,3,29687.11072,30417.54419,1,140,1.67
97233,1,69,6,9029.380507,8878.059295,1,136,1.54
97234,2,32,7,42629.32203,43868.00159,1,139,0.28
97235,2,35,3,65094.6801,71462.26904,2,143,0.02
97236,1,45,6,25975.54358,25820.53706,1,139,4.17
97237,2,80,3,17768.1423,19253.46968,1,140,1.74
97238,2,8,3,23163.37279,25019.77671,2,146,0.04
97239,2,13,4,12733.14056,13553.65557,1,145,1.14
97240,2,17,4,18735.97608,19716.46128,2,140,2.03
97241,1,16,3,144492.3307,150836.1505,1,137,2.83
97242,1,75,3,7981.571935,10563.91922,2,139,1.52
97243,2,9,4,10720.62315,11293.57031,1,136,0.58
97244,2,13,3,19795.40532,20421.72396,2,139,1.34
97245,1,39,3,33448.54087,33177.62176,2,139,2.28
97246,2,6,4,13176.12177,13430.00114,2,144,2.99
97247,1,45,1,35655.13967,37236.94405,1,146,3.38
97248,2,68,2,5352.655827,5287.969499,2,141,1.1
97249,2,20,4,38229.29513,41675.37811,1,139,1.14
97250,1,32,3,18312.02353,18584.74776,2,147,1.81
97251,1,41,4,11740.9919,12206.21571,2,148,NA
97252,2,69,3,73584.74638,77436.11828,2,134,NA
97253,2,57,4,22404.56219,25194.44707,2,147,0.12
97254,1,1,1,11841.83209,12779.32018,2,136,1.45
97255,1,29,4,20193.77365,20633.94772,2,147,1.58
97256,1,57,3,24865.28306,25910.6106,2,143,NA
97257,2,26,1,41491.48679,48256.97061,2,135,1.97
97258,2,13,7,11608.3473,13355.94509,2,140,3.21
97259,1,57,4,26545.80675,26035.6514,2,144,1.44
97260,2,45,2,16509.24743,15789.03967,1,148,1.22
97261,1,19,3,62924.10783,61809.6966,1,146,0.08
97262,2,16,1,15723.47001,16229.32838,2,136,0.01
97263,2,41,6,14836.52967,16590.89412,1,148,5
97264,2,67,1,13168.68338,13323.32828,1,135,3.88
97265,1,8,4,22641.37855,24364.14117,2,144,NA
97266,1,43,7,41945.05977,42133.75551,2,140,0.59
97267,1,6,1,16560.20914,17140.73167,2,136,0.58
97268,1,80,3,29764.81848,34009.33019,1,145,3.69
97269,2,10,3,74832.10025,0,1,134,3.69
97270,2,36,4,30235.41928,33096.67758,2,143,0.28
97271,2,7,4,11385.46805,12093.08582,1,139,1.82
97272,2,80,4,18447.60067,18055.28542,2,148,0.97
97273,1,12,3,50421.78137,0,2,138,NA
97274,1,80,7,16160.97572,17350.24368,1,136,1.66
97275,2,39,4,48720.65435,53385.96295,2,143,1.07
97276,2,0,1,6451.491283,6566.346997,2,136,1.01
97277,1,47,1,18651.95005,20248.90079,2,137,0.04
97278,2,27,4,31654.41489,34250.50704,2,142,0.85
97279,2,17,3,28366.71252,29157.81066,2,143,0.96
97280,1,48,1,15208.45638,16358.51697,2,148,1.89
97281,2,11,1,15614.14947,19989.92658,1,145,0.42
97282,2,65,4,11701.68023,11265.8693,2,144,0.42
97283,1,52,6,11059.5916,0,2,135,5
97284,2,52,3,198906.4218,196978.6844,1,135,0.75
97285,1,19,2,18660.49444,19333.55755,1,144,NA
97286,1,2,3,54500.24476,61617.4448,1,144,5
97287,2,17,7,21815.4845,22351.10184,2,137,1.68
97288,2,3,2,27347.56644,27203.55147,1,146,0.74
97289,2,48,3,106802.7938,131802.2953,1,140,4.86
97290,1,11,6,10720.58302,11685.02357,2,134,5
97291,2,11,1,39067.0251,49657.57262,2,144,NA
97292,1,15,4,10300.04417,12449.86267,1,147,1.14
97293,2,27,1,47457.61936,49882.97065,2,147,1.2
97294,1,0,3,8448.567975,8899.780131,1,140,3.41
97295,2,2,1,19017.94254,20701.08645,2,144,0.29
97296,1,2,3,25238.96058,27749.01184,1,135,3.43
97297,2,62,1,7113.456046,7549.242209,2,144,NA
97298,2,14,1,21359.89824,23183.42712,2,141,1.78
97299,1,59,3,195860.4041,204386.2188,2,140,2.47
97300,1,0,1,5358.559112,5529.76345,2,140,0.41
97301,1,64,4,14571.11226,15245.14395,1,136,1.22
97302,1,12,3,28950.32381,29312.47746,2,143,0.89
97303,2,8,6,8170.779355,8581.119993,2,134,5
97304,2,26,1,55711.69608,64795.88678,2,143,0.59
97305,1,64,3,117771.6681,111795.5268,1,135,5
97306,2,20,1,31581.52171,33003.93459,1,148,NA
97307,1,63,3,16684.58647,16512.74337,1,143,0.91
97308,2,51,3,68523.70081,67521.33655,2,147,3.29
97309,2,2,1,30744.05819,38994.4588,1,137,NA
97310,2,2,4,6359.884211,6859.121886,2,134,0.85
97311,1,1,4,10298.11302,11362.40205,1,136,2.24
97312,2,5,4,15066.66457,20182.98883,1,139,0.78
97313,2,18,3,163648.7744,171537.672,1,139,5
97314,2,29,7,13122.07218,14797.07658,2,135,NA
97315,1,13,2,70451.72274,73213.50607,2,144,NA
97316,1,27,1,33520.49447,33918.30379,1,138,1.39
97317,2,0,1,7824.578369,8153.30638,2,141,1.53
97318,2,0,1,8123.773064,8186.412554,2,141,1.46
97319,1,32,3,38558.45791,39662.70769,1,142,1.02
97320,1,65,4,10393.71374,10835.09261,1,139,2.16
97321,1,37,6,20555.75659,24608.7448,2,138,5
97322,2,32,4,26853.98747,26162.47771,1,141,2.28
97323,2,67,6,15465.99464,17030.50188,2,141,3.91
97324,2,19,3,14220.28341,14282.94233,1,140,1.19
97325,2,27,1,66947.02678,73457.00299,1,134,1.54
97326,1,64,6,5051.937,5189.435044,2,135,1.79
97327,1,76,4,10043.72099,10448.77837,1,148,3.32
97328,2,9,4,12734.39643,12788.0804,2,147,1.87
97329,2,17,3,107479.3345,112660.5127,1,134,5
97330,1,72,3,79753.46315,88937.16789,1,141,4.65
97331,2,3,6,10789.00552,13414.1959,2,138,NA
97332,2,80,3,26870.82849,29354.22156,1,140,1.67
97333,2,48,6,17936.61837,20329.07027,2,134,3.85
97334,2,72,3,104189.1094,117212.5155,2,135,5
97335,2,12,7,19796.08011,23801.46973,2,142,0.31
97336,2,58,6,17110.96734,18370.44871,2,136,5
97337,1,71,4,7519.829796,7953.495696,1,144,0.97
97338,2,37,7,51157.4008,56736.01927,2,140,0.59
97339,1,80,3,9755.487613,11846.98255,1,138,0.86
97340,2,9,4,7967.004516,9358.065554,2,147,3.06
97341,1,9,3,39548.3727,42595.76494,1,142,1.18
97342,2,50,4,21725.21112,0,2,146,1.46
97343,2,57,3,374665.8936,394721.0098,1,136,5
97344,1,11,4,11673.55297,12650.07549,1,147,3.03
97345,1,18,6,4683.57869,5356.679224,2,141,1.34
97346,2,4,6,8250.473992,7835.982076,2,138,4.78
97347,1,0,3,8667.542273,9325.905922,2,135,1.94
97348,2,68,6,20053.26689,21622.44807,2,134,0
97349,2,31,6,14000.83024,15165.79485,2,144,2.79
97350,2,10,4,11676.0335,11999.37976,1,147,0.07
97351,2,12,3,22938.40821,23911.84864,2,141,2.55
97352,1,45,3,85702.83701,83947.51739,2,142,2.21
97353,1,80,3,17299.88103,20211.04948,1,143,1.66
97354,2,31,2,51940.6476,55412.39541,1,138,1.1
97355,2,0,3,12051.37426,11404.48576,2,146,2.41
97356,2,29,1,85580.43245,94087.09344,2,143,1.25
97357,1,62,4,9592.122766,10255.96447,1,147,1.57
97358,2,16,3,24429.06119,24793.51383,2,140,2.09
97359,2,17,3,78048.53729,93194.63013,1,145,5
97360,1,63,4,10541.73396,10328.34159,2,134,NA
97361,1,54,7,12661.21247,13971.77057,2,135,5
97362,1,22,3,66305.8859,74273.62742,2,141,1.69
97363,1,4,3,20228.13063,20674.9408,2,139,1.01
97364,2,33,6,23766.03382,24386.30915,1,144,1.02
97365,2,49,3,50196.66504,54504.64496,1,143,1.75
97366,1,11,3,16368.72201,17630.01074,2,139,0.71
97367,2,61,3,76070.30211,98715.09756,2,139,3.04
97368,2,9,3,117412.3059,130398.056,1,141,5
97369,2,54,3,42228.33986,0,2,139,1.82
97370,2,62,2,14152.59705,13632.34789,1,140,2.77
97371,2,57,3,128268.4759,137719.5012,2,148,5
97372,2,17,1,35438.41424,36980.13628,2,135,NA
97373,2,41,3,37073.72675,37879.88716,1,142,1.13
97374,1,65,3,66419.03525,64559.63702,2,142,2.33
97375,1,71,7,19486.1382,21401.79512,2,145,1.4
97376,2,80,6,15485.97277,0,1,139,1.59
97377,2,15,3,66146.24592,68173.90401,1,134,2.01
97378,2,19,4,18215.2842,18523.34787,1,143,1.91
97379,1,38,2,47418.54102,49890.94306,2,136,2.67
97380,1,22,6,27895.101,30385.27236,1,136,NA
97381,1,69,4,10707.86652,11076.21581,1,141,5
97382,1,36,6,26046.27153,31010.20813,2,145,5
97383,1,54,3,134586.0191,142823.5091,1,141,NA
97384,1,31,1,95152.44257,114702.4534,2,135,NA
97385,2,12,1,3462.302085,3534.036239,2,148,1.94
97386,1,60,7,13605.39528,14073.4192,2,142,1.05
97387,1,13,3,17286.47873,16779.07284,2,139,1.56
97388,2,66,4,16563.431,16732.70456,2,147,0.66
97389,1,80,4,11270.36499,11723.4814,1,144,1.4
97390,1,76,3,131953.2091,145905.6768,2,147,5
97391,1,67,1,5566.775453,5826.345249,2,135,NA
97392,2,19,4,27213.22719,27797.33514,2,146,0.72
97393,1,3,4,10298.77981,11019.50491,1,144,1.57
97394,1,15,6,12377.83364,12419.43863,1,137,5
97395,1,16,3,37832.35106,38763.19327,1,142,2.17
97396,1,47,4,19703.17786,19484.25539,1,138,1.13
97397,2,80,3,30763.64919,33631.40582,2,136,0.15
97398,1,69,6,14450.60357,14460.97332,1,148,2.28
